SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Jul 12 14:49:30 ART 2024
User: Javier
Dark Spectrum Present: Yes
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: ADUD7991
Integration Time (usec): 5000 (ADUD7991)
Spectra Averaged: 1 (ADUD7991)
Boxcar Smoothing: 0 (ADUD7991)
Correct for Electrical Dark: No (ADUD7991)
Strobe/Lamp Enabled: No (ADUD7991)
Correct for Detector Non-linearity: No (ADUD7991)
Correct for Stray Light: No (ADUD7991)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
338.97	0.00
339.33	4.00
339.70	9.00
340.06	-5.00
340.42	-7.00
340.79	4.00
341.15	7.00
341.52	6.00
341.88	1.00
342.24	0.00
342.61	5.00
342.97	0.00
343.33	2.00
343.70	-4.00
344.06	0.00
344.43	2.00
344.79	-2.00
345.15	-2.00
345.52	0.00
345.88	-3.00
346.24	-4.00
346.61	3.00
346.97	0.00
347.33	-1.00
347.70	1.00
348.06	0.00
348.42	6.00
348.79	1.00
349.15	-2.00
349.51	3.00
349.88	1.00
350.24	-3.00
350.60	-4.00
350.97	5.00
351.33	7.00
351.69	5.00
352.05	-3.00
352.42	-2.00
352.78	-1.00
353.14	-2.00
353.51	3.00
353.87	7.00
354.23	1.00
354.60	3.00
354.96	0.00
355.32	-4.00
355.68	3.00
356.05	7.00
356.41	-2.00
356.77	1.00
357.13	-7.00
357.50	-4.00
357.86	6.00
358.22	5.00
358.58	-7.00
358.95	-2.00
359.31	-5.00
359.67	-4.00
360.03	-5.00
360.40	-4.00
360.76	0.00
361.12	1.00
361.48	1.00
361.85	-1.00
362.21	0.00
362.57	-1.00
362.93	-3.00
363.29	3.00
363.66	1.00
364.02	-4.00
364.38	-6.00
364.74	3.00
365.10	-7.00
365.47	-3.00
365.83	-4.00
366.19	6.00
366.55	0.00
366.91	3.00
367.28	2.00
367.64	-2.00
368.00	3.00
368.36	2.00
368.72	2.00
369.08	9.00
369.45	5.00
369.81	-4.00
370.17	-1.00
370.53	6.00
370.89	0.00
371.25	6.00
371.62	4.00
371.98	12.00
372.34	0.00
372.70	0.00
373.06	0.00
373.42	2.00
373.78	3.00
374.14	-5.00
374.51	5.00
374.87	-2.00
375.23	2.00
375.59	10.00
375.95	1.00
376.31	-5.00
376.67	0.00
377.03	6.00
377.39	-3.00
377.76	9.00
378.12	0.00
378.48	3.00
378.84	0.00
379.20	4.00
379.56	4.00
379.92	3.00
380.28	-7.00
380.64	3.00
381.00	0.00
381.36	-5.00
381.72	2.00
382.08	3.00
382.45	5.00
382.81	3.00
383.17	-2.00
383.53	3.00
383.89	-6.00
384.25	3.00
384.61	-2.00
384.97	-6.00
385.33	-3.00
385.69	-3.00
386.05	13.00
386.41	13.00
386.77	5.00
387.13	-6.00
387.49	5.00
387.85	5.00
388.21	-6.00
388.57	5.00
388.93	1.00
389.29	5.00
389.65	5.00
390.01	8.00
390.37	7.00
390.73	4.00
391.09	-2.00
391.45	6.00
391.81	-2.00
392.17	1.00
392.53	4.00
392.89	5.00
393.25	0.00
393.61	-1.00
393.97	5.00
394.33	9.00
394.69	3.00
395.05	0.00
395.41	10.00
395.77	0.00
396.12	1.00
396.48	10.00
396.84	12.00
397.20	7.00
397.56	9.00
397.92	1.00
398.28	6.00
398.64	9.00
399.00	9.00
399.36	14.00
399.72	7.00
400.08	9.00
400.44	10.00
400.79	10.00
401.15	8.00
401.51	10.00
401.87	14.00
402.23	18.00
402.59	18.00
402.95	23.00
403.31	17.00
403.67	22.00
404.02	20.00
404.38	14.00
404.74	14.00
405.10	19.00
405.46	20.00
405.82	24.00
406.18	20.00
406.53	15.00
406.89	21.00
407.25	23.00
407.61	20.00
407.97	32.00
408.33	25.00
408.69	35.00
409.04	23.00
409.40	22.00
409.76	24.00
410.12	38.00
410.48	30.00
410.83	35.00
411.19	25.00
411.55	29.00
411.91	37.00
412.27	37.00
412.63	25.00
412.98	32.00
413.34	36.00
413.70	35.00
414.06	39.00
414.41	42.00
414.77	47.00
415.13	41.00
415.49	46.00
415.85	43.00
416.20	43.00
416.56	38.00
