SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Jul 12 17:09:27 ART 2024
User: Javier
Dark Spectrum Present: Yes
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: ADUD7991
Integration Time (usec): 8000 (ADUD7991)
Spectra Averaged: 1 (ADUD7991)
Boxcar Smoothing: 0 (ADUD7991)
Correct for Electrical Dark: No (ADUD7991)
Strobe/Lamp Enabled: No (ADUD7991)
Correct for Detector Non-linearity: No (ADUD7991)
Correct for Stray Light: No (ADUD7991)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
338.97	0.00
339.33	6.00
339.70	-2.00
340.06	3.00
340.42	6.00
340.79	-4.00
341.15	0.00
341.52	0.00
341.88	1.00
342.24	4.00
342.61	-6.00
342.97	0.00
343.33	0.00
343.70	1.00
344.06	2.00
344.43	-3.00
344.79	-3.00
345.15	-3.00
345.52	-5.00
345.88	-6.00
346.24	3.00
346.61	7.00
346.97	-4.00
347.33	-1.00
347.70	-5.00
348.06	-4.00
348.42	-1.00
348.79	3.00
349.15	2.00
349.51	6.00
349.88	4.00
350.24	-1.00
350.60	-1.00
350.97	4.00
351.33	4.00
351.69	-4.00
352.05	2.00
352.42	4.00
352.78	5.00
353.14	-3.00
353.51	-5.00
353.87	0.00
354.23	2.00
354.60	2.00
354.96	-1.00
355.32	7.00
355.68	1.00
356.05	4.00
356.41	4.00
356.77	-5.00
357.13	4.00
357.50	-5.00
357.86	5.00
358.22	-2.00
358.58	3.00
358.95	-4.00
359.31	-4.00
359.67	-5.00
360.03	-4.00
360.40	3.00
360.76	-3.00
361.12	1.00
361.48	-5.00
361.85	2.00
362.21	-2.00
362.57	6.00
362.93	0.00
363.29	2.00
363.66	8.00
364.02	0.00
364.38	-1.00
364.74	2.00
365.10	-3.00
365.47	-5.00
365.83	0.00
366.19	-1.00
366.55	0.00
366.91	4.00
367.28	4.00
367.64	2.00
368.00	3.00
368.36	-5.00
368.72	0.00
369.08	-1.00
369.45	-7.00
369.81	3.00
370.17	2.00
370.53	1.00
370.89	3.00
371.25	-3.00
371.62	8.00
371.98	1.00
372.34	2.00
372.70	0.00
373.06	6.00
373.42	0.00
373.78	5.00
374.14	6.00
374.51	-4.00
374.87	3.00
375.23	5.00
375.59	-1.00
375.95	2.00
376.31	0.00
376.67	-1.00
377.03	0.00
377.39	-4.00
377.76	-1.00
378.12	-2.00
378.48	1.00
378.84	6.00
379.20	-4.00
379.56	-7.00
379.92	7.00
380.28	-5.00
380.64	-1.00
381.00	-9.00
381.36	-4.00
381.72	0.00
382.08	-4.00
382.45	6.00
382.81	0.00
383.17	5.00
383.53	-5.00
383.89	0.00
384.25	0.00
384.61	-2.00
384.97	3.00
385.33	1.00
385.69	-6.00
386.05	0.00
386.41	0.00
386.77	4.00
387.13	4.00
387.49	4.00
387.85	1.00
388.21	1.00
388.57	-1.00
388.93	3.00
389.29	5.00
389.65	0.00
390.01	-3.00
390.37	-5.00
390.73	1.00
391.09	0.00
391.45	6.00
391.81	-7.00
392.17	-1.00
392.53	6.00
392.89	6.00
393.25	2.00
393.61	-3.00
393.97	0.00
394.33	-1.00
394.69	-4.00
395.05	0.00
395.41	2.00
395.77	6.00
396.12	2.00
396.48	6.00
396.84	2.00
397.20	6.00
397.56	8.00
397.92	2.00
398.28	4.00
398.64	0.00
399.00	4.00
399.36	5.00
399.72	3.00
400.08	1.00
400.44	4.00
400.79	-1.00
401.15	2.00
401.51	2.00
401.87	2.00
402.23	1.00
402.59	-3.00
402.95	1.00
403.31	4.00
403.67	4.00
404.02	-2.00
404.38	7.00
404.74	7.00
405.10	1.00
405.46	2.00
405.82	16.00
406.18	5.00
406.53	8.00
406.89	11.00
407.25	8.00
407.61	11.00
407.97	11.00
408.33	10.00
408.69	6.00
409.04	5.00
409.40	11.00
409.76	10.00
410.12	5.00
410.48	7.00
410.83	6.00
411.19	8.00
411.55	8.00
411.91	4.00
412.27	11.00
412.63	14.00
412.98	7.00
413.34	7.00
413.70	11.00
414.06	2.00
414.41	8.00
414.77	13.00
415.13	14.00
415.49	3.00
415.85	16.00
416.20	8.00
416.56	3.00
416.92	16.00
417.28	17.00
417.63	16.00
417.99	18.00
418.35	13.00
418.71	19.00
419.06	11.00
419.42	23.00
419.78	20.00
420.14	12.00
420.49	18.00
420.85	13.00
421.21	18.00
421.57	19.00
421.92	19.00
422.28	11.00
422.64	21.00
422.99	21.00
423.35	22.00
423.71	16.00
424.06	14.00
424.42	22.00
424.78	20.00
425.14	16.00
425.49	22.00
425.85	18.00
426.21	24.00
426.56	23.00
426.92	21.00
427.28	17.00
427.63	21.00
427.99	27.00
428.35	28.00
428.70	24.00
429.06	22.00
429.42	28.00
429.77	19.00
430.13	25.00
430.49	19.00
430.84	33.00
431.20	22.00
431.55	14.00
431.91	26.00
432.27	34.00
432.62	30.00
432.98	19.00
433.34	35.00
433.69	27.00
434.05	29.00
434.40	29.00
434.76	23.00
435.12	24.00
435.47	28.00
435.83	28.00
436.18	26.00
436.54	30.00
436.90	32.00
437.25	42.00
437.61	33.00
437.96	25.00
438.32	37.00
438.67	40.00
439.03	37.00
439.39	35.00
439.74	39.00
440.10	36.00
440.45	37.00
440.81	34.00
441.16	28.00
441.52	45.00
441.87	39.00
442.23	38.00
442.59	34.00
442.94	33.00
443.30	44.00
443.65	38.00
444.01	49.00
444.36	40.00
444.72	39.00
445.07	44.00
445.43	43.00
445.78	44.00
446.14	49.00
446.49	41.00
446.85	49.00
447.20	46.00
447.56	50.00
447.91	46.00
448.27	41.00
448.62	50.00
448.98	45.00
449.33	44.00
449.69	52.00
450.04	50.00
450.39	47.00
450.75	47.00
451.10	49.00
451.46	51.00
451.81	53.00
452.17	53.00
452.52	60.00
452.88	53.00
453.23	50.00
453.58	50.00
453.94	56.00
454.29	55.00
454.65	51.00
455.00	60.00
455.36	53.00
455.71	64.00
456.06	54.00
456.42	59.00
456.77	51.00
457.13	63.00
457.48	61.00
457.83	64.00
458.19	65.00
458.54	61.00
458.90	50.00
459.25	59.00
459.60	59.00
459.96	63.00
460.31	68.00
460.66	64.00
461.02	72.00
461.37	62.00
461.73	65.00
462.08	63.00
462.43	57.00
462.79	60.00
463.14	60.00
463.49	67.00
463.85	64.00
464.20	68.00
464.55	71.00
464.91	70.00
465.26	76.00
465.61	78.00
465.97	73.00
466.32	70.00
466.67	71.00
467.03	83.00
467.38	73.00
467.73	77.00
468.08	65.00
468.44	88.00
468.79	78.00
469.14	75.00
469.50	80.00
469.85	81.00
470.20	90.00
470.55	84.00
470.91	86.00
471.26	88.00
471.61	86.00
471.97	91.00
472.32	86.00
472.67	84.00
473.02	89.00
473.38	87.00
473.73	94.00
474.08	89.00
474.43	100.00
474.78	94.00
475.14	100.00
475.49	97.00
475.84	97.00
476.19	95.00
476.55	103.00
476.90	101.00
477.25	109.00
477.60	104.00
477.95	108.00
478.31	112.00
478.66	111.00
479.01	111.00
479.36	111.00
479.71	117.00
480.07	113.00
480.42	119.00
480.77	112.00
481.12	122.00
481.47	130.00
481.82	121.00
482.18	133.00
482.53	129.00
482.88	123.00
483.23	126.00
483.58	127.00
483.93	135.00
484.29	132.00
484.64	134.00
484.99	142.00
485.34	132.00
485.69	136.00
486.04	127.00
486.39	135.00
486.74	139.00
487.10	151.00
487.45	143.00
487.80	147.00
488.15	150.00
488.50	150.00
488.85	149.00
489.20	149.00
489.55	141.00
489.90	148.00
490.26	138.00
490.61	155.00
490.96	156.00
491.31	151.00
491.66	149.00
492.01	154.00
492.36	152.00
492.71	161.00
493.06	168.00
493.41	161.00
493.76	150.00
494.11	150.00
